ticket_id,customer_id,ticket_date,issue_category,support_channel,priority,resolution_hours,resolved_flag,satisfaction_score,repeat_contact_flag
TKT00005534,CUST043403,2025-10-25,Refund Request,Email,Medium,4.37,Yes,5,No
TKT00026874,CUST004095,2026-01-11,Account Access,Chat,Low,9.33,Yes,4,Yes
TKT00028076,CUST037138,2026-05-18,Prime Video Issue,Chat,Low,25.68,Yes,2,No
TKT00015401,CUST003890,2025-10-25,Refund Request,Phone,Medium,7.54,Yes,2,Yes
TKT00003320,CUST021221,2025-03-27,Membership Billing,Chat,High,21.67,Yes,3,No
TKT00015858,CUST004981,2026-04-12,Cancellation Request,Chat,Low,10.74,Yes,4,No
TKT00007478,CUST026921,2025-10-19,Cancellation Request,Chat,Medium,2.4,Yes,5,No
TKT00007187,CUST042244,2025-12-20,General Question,Email,High,8.9,Yes,5,No
TKT00034804,CUST001078,2025-03-09,Delivery Problem,Social Media,High,1.89,Yes,4,No
TKT00009954,CUST040897,2026-03-14,Delivery Problem,Chat,High,13.19,Yes,4,No
TKT00028568,CUST038925,2026-05-23,Membership Billing,Chat,High,26.57,Yes,3,No
TKT00027252,CUST033494,2025-12-27,Cancellation Request,Chat,Low,14.74,Yes,3,No
TKT00034421,CUST048151,2025-10-23,Account Access,Chat,Medium,11.23,Yes,5,No
TKT00004964,CUST042709,2025-10-06,Prime Video Issue,Chat,Medium,22.26,Yes,4,No
TKT00027219,CUST009548,2025-11-20,Delivery Problem,Help Center,Medium,4.79,Yes,4,No
TKT00022277,CUST049580,2026-01-05,Membership Billing,Email,High,,No,,Yes
TKT00006792,CUST018886,2025-11-28,Membership Billing,Email,Medium,37.52,Yes,3,No
TKT00017674,CUST007359,2026-03-15,Prime Video Issue,Help Center,Medium,3.79,Yes,4,Yes
TKT00008266,CUST017384,2025-05-01,Delivery Problem,Email,Low,4.73,Yes,2,Yes
TKT00032828,CUST004387,2026-05-06,Membership Billing,Help Center,Low,20.81,Yes,4,No
TKT00015983,CUST032506,2026-04-14,Membership Billing,Phone,High,3.46,Yes,4,No
TKT00028812,CUST047293,2025-05-20,Payment Failure,Help Center,High,1.84,Yes,4,No
TKT00015640,CUST037962,2026-04-22,Delivery Problem,Help Center,Medium,11.31,Yes,3,No
TKT00018746,CUST006841,2026-05-17,Membership Billing,Email,High,10.87,Yes,5,No
TKT00006450,CUST020175,2025-05-29,Membership Billing,Chat,Medium,10.56,Yes,3,No
TKT00000514,CUST044955,2026-03-21,Cancellation Request,Help Center,Low,3.57,Yes,3,No
TKT00010322,CUST000023,2025-09-09,Membership Billing,Chat,High,27.12,Yes,3,No
TKT00007773,CUST020393,2026-01-01,Account Access,Social Media,High,5.84,Yes,3,No
TKT00028955,CUST049292,2025-08-29,Membership Billing,Email,Medium,14.82,Yes,2,Yes
TKT00010539,CUST007163,2026-03-16,Membership Billing,Chat,Medium,13.31,Yes,5,No
TKT00012906,CUST011399,2026-06-28,General Question,Phone,Low,32.92,Yes,3,No
TKT00017923,CUST049002,2026-05-31,Cancellation Request,Email,Medium,7.18,Yes,4,No
TKT00031270,CUST002892,2026-03-30,Prime Video Issue,Chat,Medium,6.15,Yes,3,No
TKT00019494,CUST035400,2026-02-26,Account Access,Email,Low,11.46,Yes,3,No
TKT00008588,CUST015538,2025-10-10,Payment Failure,Email,Low,18.43,Yes,4,Yes
TKT00006660,CUST046613,2024-09-22,Account Access,Chat,Medium,10.73,Yes,3,No
TKT00015639,CUST047127,2026-03-04,Account Access,Phone,High,7.23,Yes,3,No
TKT00029544,CUST004188,2026-06-03,Payment Failure,Chat,High,4.35,Yes,5,No
TKT00024927,CUST015596,2026-03-05,Account Access,Chat,Low,27.13,Yes,4,No
TKT00013045,CUST014166,2026-04-18,Prime Video Issue,Email,Medium,4.81,Yes,4,No
TKT00033224,CUST027793,2026-05-05,Prime Video Issue,Chat,Low,25.25,Yes,4,No
TKT00007300,CUST026536,2026-05-10,Refund Request,Email,Medium,4.13,Yes,3,No
TKT00022259,CUST001268,2025-10-11,Membership Billing,Help Center,High,22.43,Yes,4,No
TKT00031204,CUST010781,2025-11-27,Account Access,Phone,Low,,No,,Yes
TKT00012409,CUST040740,2025-02-23,Cancellation Request,Chat,Critical,5.73,Yes,2,No
TKT00034761,CUST018493,2026-01-03,Delivery Problem,Help Center,Low,4.51,Yes,3,No
TKT00008737,CUST049375,2026-05-06,Prime Video Issue,Chat,Low,11.48,Yes,2,No
TKT00007096,CUST024693,2024-10-17,Delivery Problem,Email,High,10.3,Yes,4,No
TKT00026135,CUST005477,2024-11-29,Delivery Problem,Email,Low,13.0,Yes,3,No
TKT00027040,CUST028683,2025-01-13,Delivery issue,Phone,Low,13.76,Yes,4,No
TKT00015946,CUST023089,2026-03-22,Payment Failure,Phone,Low,3.18,Yes,4,No
TKT00018672,CUST039677,2025-08-30,Cancellation Request,Chat,High,8.45,Yes,4,No
TKT00022260,CUST000942,2026-06-10,Delivery Problem,Phone,Low,22.12,Yes,3,No
TKT00018249,CUST000802,2026-04-27,General Question,Social Media,Medium,7.89,Yes,4,No
TKT00011693,CUST006341,2026-04-21,Payment Failure,Email,High,3.44,Yes,4,No
TKT00016681,CUST038751,2025-07-04,General Question,Email,Low,14.7,Yes,3,No
TKT00016683,CUST023461,2026-03-21,Payment Failure,Chat,Medium,6.54,Yes,3,No
TKT00032581,CUST013172,2025-04-05,Refund Request,Email,High,,No,,No
TKT00029337,CUST008015,2026-04-18,General Question,Phone,High,4.88,Yes,4,No
TKT00014970,CUST048181,2026-03-10,General Question,Phone,Low,10.63,Yes,3,No
TKT00032646,CUST037808,2025-12-09,Payment Failure,Email,Medium,3.23,Yes,4,No
TKT00018115,CUST017132,2025-10-27,Cancellation Request,Help Center,Low,26.0,Yes,3,No
TKT00010290,CUST025692,2025-04-28,Delivery Problem,Help Center,High,11.7,Yes,5,No
TKT00015404,CUST032613,2026-04-12,Refund Request,Help Center,Low,,No,,No
TKT00007681,CUST017655,2025-12-10,Cancellation Request,Chat,Medium,40.48,Yes,3,Yes
TKT00003617,CUST031788,2026-05-31,Delivery Problem,Email,Low,14.28,Yes,3,No
TKT00031809,CUST003399,2025-08-20,Membership Billing,Chat,High,10.23,Yes,3,No
TKT00013260,CUST010113,2026-06-05,Cancellation Request,Social Media,Medium,4.0,Yes,4,Yes
TKT00024972,CUST003170,2025-05-31,Payment Failure,Social Media,High,7.47,Yes,3,Yes
TKT00018708,CUST023386,2024-12-07,Cancellation Request,Chat,Medium,4.81,Yes,4,No
TKT00026533,CUST001982,2026-05-21,Refund Request,Chat,High,2.38,Yes,4,Yes
TKT00024617,CUST026150,2026-03-02,General Question,Chat,Medium,40.13,Yes,1,Yes
TKT00022991,CUST016529,2025-11-21,Membership Billing,Chat,Medium,3.84,Yes,5,Yes
TKT00005312,CUST048248,2026-06-25,Refund Request,Email,High,6.84,Yes,4,No
TKT00034809,CUST024650,2025-06-29,Account Access,Phone,High,16.81,Yes,2,No
TKT00019945,CUST024717,2025-10-10,Prime Video Issue,Chat,Medium,13.84,Yes,4,No
TKT00007947,CUST028647,2026-01-25,Account Access,Chat,Low,12.84,Yes,5,No
TKT00018739,CUST028671,2026-03-20,General Question,Email,High,11.44,Yes,4,No
TKT00027141,CUST027599,2025-07-05,Account Access,Phone,Low,4.41,Yes,4,No
TKT00020849,CUST020099,2025-09-22,Cancellation Request,Help Center,Low,6.27,Yes,3,No
TKT00000126,CUST020082,2026-04-13,Delivery Problem,Chat,High,,No,,Yes
TKT00032767,CUST036194,2025-10-12,Prime Video Issue,Phone,Low,18.98,Yes,4,No
TKT00012597,CUST035157,2025-08-25,Prime Video Issue,Chat,Medium,1.15,Yes,5,No
TKT00033818,CUST039277,2025-06-05,Refund Request,Chat,Low,5.92,Yes,4,No
TKT00005005,CUST009231,2025-02-09,Refund Request,Email,Medium,11.2,Yes,3,No
TKT00024351,CUST033644,2025-09-08,Prime Video Issue,Phone,Low,8.53,Yes,4,No
TKT00016346,CUST038730,2026-05-28,General Question,Email,Low,5.59,Yes,4,No
TKT00020712,CUST031147,2026-06-21,Membership Billing,Email,High,3.54,Yes,3,Yes
TKT00004526,CUST003724,2024-08-25,Prime Video Issue,Phone,Medium,5.36,Yes,3,No
TKT00011605,CUST023569,2026-05-09,Payment Failure,Chat,Low,18.92,Yes,3,No
TKT00017792,CUST005946,2026-06-19,Prime Video Issue,Phone,Low,31.13,Yes,3,No
TKT00010390,CUST018952,2026-04-13,Account Access,Email,Medium,8.07,Yes,3,No
TKT00000618,CUST037378,2026-02-07,Prime Video Issue,Chat,Low,12.26,Yes,3,No
TKT00002677,CUST010592,2026-05-04,General Question,Chat,Medium,9.53,Yes,3,No
TKT00020721,CUST016507,2025-05-14,Prime Video Issue,Help Center,Medium,7.22,Yes,4,No
TKT00028539,CUST021783,2025-10-30,General Question,Chat,Medium,6.02,Yes,2,No
TKT00008426,CUST030487,2026-05-05,Refund Request,Social Media,Medium,,No,,No
TKT00033999,CUST038431,2025-09-04,General Question,Help Center,Medium,8.44,Yes,2,No
TKT00030215,CUST017152,2026-03-07,Delivery Problem,Chat,High,8.91,Yes,3,No
TKT00024656,CUST025043,2025-05-27,Payment Failure,Chat,High,2.25,Yes,4,No
TKT00003225,CUST031316,2025-06-12,General Question,Chat,Medium,17.55,Yes,3,No
TKT00021374,CUST033532,2025-03-09,refund request ,Chat,Low,17.46,Yes,3,No
TKT00010754,CUST048035,2026-04-07,Refund Request,Chat,Medium,4.52,Yes,3,No
TKT00021534,CUST022751,2026-01-28,Delivery Problem,Chat,Medium,2.29,Yes,4,No
TKT00032475,CUST049490,2026-02-13,Payment Failure,Chat,High,0.77,Yes,5,No
TKT00005426,CUST019750,2026-06-15,Delivery Problem,Phone,Low,5.83,Yes,3,No
TKT00029675,CUST011042,2025-07-11,Cancellation Request,Chat,Low,2.33,Yes,3,No
TKT00005034,CUST030179,2026-06-20,Account Access,Email,Low,4.58,Yes,3,No
TKT00006213,CUST040207,2025-04-19,Prime Video Issue,Phone,Medium,15.42,Yes,2,No
TKT00012811,CUST001149,2025-02-30,Delivery Problem,Phone,Medium,15.46,Yes,4,No
TKT00024996,CUST049939,2026-02-10,Payment Failure,Chat,Medium,8.05,Yes,3,No
TKT00032672,CUST049738,2026-03-18,General Question,Chat,High,,No,,No
TKT00024148,CUST016978,2026-02-23,Delivery Problem,Chat,Low,,No,,Yes
TKT00027376,CUST016115,2026-02-05,General Question,Chat,Low,11.3,Yes,3,No
TKT00029341,CUST004231,2026-05-11,Membership Billing,Email,High,24.07,Yes,2,No
TKT00024560,CUST042114,2026-06-15,Prime Video Issue,Help Center,Medium,78.88,Yes,3,No
TKT00025674,CUST018426,2026-01-09,Membership Billing,Chat,High,0.81,Yes,4,Yes
TKT00013793,CUST029685,2025-04-01,Delivery Problem,Chat,Medium,6.75,Yes,3,No
TKT00010106,CUST048972,2026-03-24,Prime Video Issue,Chat,Medium,11.31,Yes,4,No
TKT00029990,CUST023563,2026-03-12,Membership Billing,Social Media,High,7.09,Yes,4,No
TKT00003964,CUST044355,2025-10-27,Prime Video Issue,Chat,High,6.79,Yes,4,No
TKT00002067,CUST033161,2025-05-26,Prime Video Issue,Chat,Low,5.97,Yes,5,No
TKT00013654,CUST023159,2026-05-04,Account Access,Chat,Medium,54.81,Yes,2,No
TKT00000953,CUST033259,2026-01-27,Account Access,Help Center,Low,30.27,Yes,4,No
TKT00011555,CUST017251,2025-07-16,Membership Billing,Phone,Low,22.65,Yes,4,No
TKT00007788,CUST047084,2026-01-03,Membership Billing,Chat,Medium,33.62,Yes,4,No
TKT00013753,CUST024432,2025-02-06,Prime Video Issue,Help Center,Medium,9.52,Yes,3,No
TKT00029805,CUST039853,2026-05-28,Account Access,Phone,Low,8.9,Yes,3,No
TKT00010630,CUST048354,2026-05-04,Prime Video Issue,Chat,High,5.55,Yes,3,No
TKT00034739,CUST032155,2026-05-19,Membership Billing,Email,Medium,1.37,Yes,4,No
TKT00027203,CUST047751,2026-06-27,Delivery Problem,Help Center,Medium,29.29,Yes,4,No
TKT00002190,CUST035396,2026-05-27,Prime Video Issue,Email,Medium,8.06,Yes,3,No
TKT00015746,CUST030721,2025-10-04,Delivery Problem,Help Center,High,3.37,Yes,4,No
TKT00027153,CUST005069,2026-04-06,Prime Video Issue,Email,High,3.8,Yes,4,No
TKT00029912,CUST021819,2026-01-30,Account Access,Chat,Medium,5.04,Yes,3,Yes
TKT00023840,CUST010740,2024-10-14,Payment Failure,Chat,Critical,10.12,Yes,3,Yes
TKT00033189,CUST032978,2026-05-27,Account Access,Chat,High,41.79,Yes,3,No
TKT00019108,CUST045863,2025-03-24,Prime Video Issue,Chat,Low,12.08,Yes,3,No
TKT00029668,CUST015058,2026-06-06,Payment Failure,Chat,High,8.67,Yes,3,No
TKT00004171,CUST026194,2025-04-16,Refund Request,Phone,Low,6.68,Yes,3,No
TKT00006110,CUST021728,2025-07-29,Prime Video Issue,Chat,High,11.46,Yes,3,No
TKT00025927,CUST038725,2025-10-28,Prime Video Issue,Phone,High,10.52,Yes,4,No
TKT00022610,CUST039467,2026-06-09,Prime Video Issue,Chat,Low,,No,,No
TKT00000419,CUST002398,2026-02-15,Refund Request,Phone,High,7.47,Yes,4,No
TKT00024474,CUST041271,2025-12-17,Cancellation Request,Phone,Medium,1.77,Yes,3,Yes
TKT00034294,CUST041649,2026-06-13,Account Access,Email,Low,5.04,Yes,4,No
TKT00024344,CUST037661,2026-05-30,General Question,Help Center,Low,31.76,Yes,3,No
TKT00030996,CUST013357,2026-03-17,Prime Video Issue,Help Center,Medium,3.07,Yes,4,No
TKT00027478,CUST022532,2026-03-28,Prime Video Issue,Help Center,High,2.14,Yes,4,No
TKT00002256,CUST038736,2026-03-30,Payment Failure,Phone,Medium,23.73,Yes,4,No
TKT00027966,CUST037260,2026-04-28,Account Access,Email,High,7.87,Yes,3,No
TKT00018049,CUST041673,2025-04-24,Payment Failure,Phone,High,5.82,Yes,4,No
TKT00029863,CUST000476,2025-11-22,Refund Request,Phone,Medium,4.99,Yes,4,No
TKT00004986,CUST048881,2026-06-30,Account Access,Help Center,,12.86,Yes,2,Yes
TKT00012745,CUST049314,2025-05-10,Membership Billing,Chat,Medium,19.91,Yes,3,No
TKT00012173,CUST004103,2026-04-13,Membership Billing,Help Center,Medium,,No,,No
TKT00020585,CUST019087,2025-05-12,General Question,Chat,Low,50.0,Yes,4,No
TKT00015726,CUST038395,2026-02-04,Membership Billing,Phone,Medium,3.47,Yes,4,No
TKT00023356,CUST046946,2025-04-18,Cancellation Request,Chat,Critical,16.4,Yes,2,No
TKT00013422,CUST003011,2026-03-31,Refund Request,Email,Medium,,No,,No
TKT00034141,CUST036471,2025-10-20,Payment Failure,Email,High,1.38,Yes,4,No
TKT00005779,CUST018802,2025-02-11,Account Access,Chat,High,15.65,Yes,4,No
TKT00010806,CUST006649,2026-02-27,Payment Failure,Email,High,12.28,Yes,5,No
TKT00007208,CUST005615,2026-05-17,Membership Billing,Chat,Medium,3.05,Yes,4,No
TKT00020550,CUST003881,2026-03-28,Membership Billing,Chat,High,,No,,Yes
TKT00013283,CUST021914,2026-05-29,Membership Billing,Chat,Medium,15.22,Yes,3,No
TKT00015850,CUST007187,2026-06-21,Delivery Problem,Chat,Medium,5.93,Yes,3,No
TKT00009721,CUST028549,2026-03-20,Prime Video Issue,Chat,Medium,6.5,Yes,4,Yes
TKT00034641,CUST002094,2025-09-18,Account Access,Help Center,Critical,4.4,Yes,4,No
TKT00012270,CUST026761,2025-03-28,Delivery Problem,Help Center,High,7.62,Yes,4,No
TKT00013065,CUST049069,2026-04-18,Account Access,Phone,Medium,5.99,Yes,4,No
TKT00002703,CUST046808,2025-12-29,Delivery Problem,Phone,Medium,4.17,Yes,4,No
TKT00012850,CUST023402,2026-06-21,Prime Video Issue,Chat,Low,22.73,Yes,3,No
TKT00028078,CUST007577,2026-04-22,General Question,Help Center,Medium,,No,,No
TKT00006435,CUST010301,2026-03-20,Account Access,Email,Low,53.4,Yes,3,No
TKT00022454,CUST047611,2024-11-17,Delivery Problem,Chat,High,9.91,Yes,3,No
TKT00005749,CUST000796,2026-02-04,Cancellation Request,Email,Low,17.13,Yes,4,No
TKT00005854,CUST012506,2025-12-08,General Question,Phone,Medium,27.22,Yes,3,No
TKT00027993,CUST047912,2026-01-14,Payment Failure,Phone,High,,No,,No
TKT00031867,CUST041378,2026-06-09,Membership Billing,Social Media,Medium,7.55,Yes,3,No
TKT00011367,CUST021221,2025-03-29,Payment Failure,Phone,Medium,14.17,Yes,3,No
TKT00028905,CUST011518,2026-01-05,General Question,Email,Medium,1.57,Yes,2,No
TKT00034741,CUST031032,2026-05-08,Refund Request,Help Center,High,6.78,Yes,4,No
TKT00014559,CUST000363,2026-06-12,Payment Failure,Help Center,Low,12.97,Yes,3,Yes
TKT00013696,CUST036299,2026-05-23,General Question,Phone,Medium,5.47,Yes,3,No
TKT00015541,CUST016459,2026-04-13,General Question,Phone,High,5.37,Yes,4,No
TKT00017437,CUST004417,2026-02-28,Prime Video Issue,Email,Low,16.37,Yes,3,No
TKT00024038,CUST036855,2025-11-02,Cancellation Request,Phone,Medium,3.65,Yes,3,No
TKT00033077,CUST026367,2026-02-15,Membership Billing,Phone,Medium,11.23,Yes,3,No
TKT00007898,CUST036583,2026-05-12,Payment Failure,Chat,Low,4.45,Yes,3,No
TKT00002464,CUST037068,2026-03-07,General Question,Phone,Low,27.04,Yes,3,Yes
TKT00034634,CUST008627,2026-06-15,Cancellation Request,Email,Medium,15.06,Yes,4,No
TKT00026204,CUST009394,2024-11-27,Delivery Problem,Chat,Medium,9.35,Yes,3,Yes
TKT00006933,CUST046615,2026-05-26,Cancellation Request,Email,Critical,7.55,Yes,2,Yes
TKT00021198,CUST031279,2025-11-14,Cancellation Request,Email,Low,23.09,Yes,2,No
TKT00002834,CUST002302,2026-05-01,Cancellation Request,Phone,Low,12.74,Yes,3,No
TKT00018720,CUST009881,2025-11-20,Prime Video Issue,Chat,Medium,21.4,Yes,3,No
TKT00001162,CUST012590,2025-07-25,Cancellation Request,Chat,High,5.72,Yes,4,No
TKT00014420,CUST049601,2025-11-17,Cancellation Request,Phone,Medium,2.11,Yes,3,No
TKT00034531,CUST030304,2026-05-28,Membership Billing,Phone,High,1.76,Yes,4,No
TKT00003861,CUST008119,2025-07-31,Membership Billing,Help Center,High,4.08,Yes,5,No
TKT00002385,CUST017695,2025-09-26,General Question,Chat,Medium,17.08,Yes,3,Yes
TKT00025731,CUST005987,2025-08-24,Refund Request,Phone,Medium,6.04,Yes,5,No
TKT00003375,CUST028462,2026-06-11,Delivery Problem,Chat,Low,9.43,Yes,4,No
TKT00008650,CUST002820,2026-05-18,Cancellation Request,Help Center,High,34.98,Yes,2,No
TKT00012583,CUST025486,2025-12-25,Cancellation Request,Help Center,High,22.46,Yes,3,Yes
TKT00012398,CUST034007,2025-06-17,Prime Video Issue,Help Center,Low,4.91,Yes,3,No
TKT00004635,CUST026657,2025-12-13,Cancellation Request,Chat,Medium,3.22,Yes,5,No
TKT00002804,CUST025391,2025-01-18,Cancellation Request,Email,High,9.96,Yes,3,No
TKT00022351,CUST000804,2025-05-03,Cancellation Request,Chat,Critical,7.06,Yes,3,No
TKT00022920,CUST009354,2025-07-08,Delivery Problem,Help Center,Medium,12.99,Yes,4,No
TKT00025494,CUST014833,2025-05-30,Delivery Problem,Chat,Medium,16.36,Yes,3,No
TKT00021828,CUST019754,2026-04-05,Refund Request,Phone,Low,7.94,Yes,3,No
TKT00026630,CUST009523,2025-12-01,General Question,Chat,Medium,6.89,Yes,4,No
TKT00019961,CUST020355,2025-11-21,Delivery Problem,Chat,Medium,16.32,Yes,3,Yes
TKT00010805,CUST042653,2025-02-21,Prime Video Issue,Phone,Low,8.36,Yes,2,No
TKT00009543,CUST031764,2026-03-15,Cancellation Request,Chat,Low,5.31,Yes,3,No
TKT00021655,CUST027926,2026-01-13,Membership Billing,Help Center,High,2.8,Yes,5,No
TKT00004356,CUST014450,2026-06-21,Prime Video Issue,Phone,Medium,21.7,Yes,4,No
TKT00017288,CUST020284,2026-02-15,Prime Video Issue,Phone,Low,4.72,Yes,4,No
TKT00034753,CUST017278,2026-01-25,Delivery Problem,Chat,Medium,1.84,Yes,4,No
TKT00033870,CUST011217,2026-03-31,Refund Request,Email,High,40.09,Yes,3,Yes
TKT00022792,CUST042940,2025-06-06,Account Access,Email,Medium,16.27,Yes,4,No
TKT00008651,CUST036493,2025-11-14,Membership Billing,Email,Medium,16.9,Yes,2,No
TKT00012724,CUST045221,2026-06-10,Prime Video Issue,Help Center,High,8.34,Yes,4,No
TKT00003804,CUST013727,2025-09-18,Cancellation Request,Phone,Medium,16.16,Yes,3,No
TKT00018419,CUST026286,2026-01-29,Membership Billing,Help Center,Low,63.8,Yes,3,No
TKT00014391,CUST044069,2025-08-01,General Question,Phone,Medium,9.91,Yes,3,No
TKT00001649,CUST018575,2026-01-24,Prime Video Issue,Email,Medium,3.82,Yes,5,No
TKT00000958,CUST003165,2026-06-24,Membership Billing,Email,Medium,,No,,No
TKT00029537,CUST026930,2025-08-04,Payment Failure,Help Center,Medium,8.71,Yes,3,No
TKT00012411,CUST017243,2026-02-21,Account Access,Phone,High,13.52,Yes,3,No
TKT00006460,CUST005157,2026-06-06,Cancellation Request,Chat,Medium,19.89,Yes,3,No
TKT00014628,CUST003931,2025-06-05,Refund Request,Chat,High,11.31,Yes,3,Yes
TKT00022797,CUST028000,2025-12-24,Refund Request,Email,Low,5.53,Yes,3,No
TKT00002204,CUST026180,2025-06-30,Cancellation Request,Chat,Low,3.27,Yes,4,No
TKT00007344,CUST028093,2026-06-02,Refund Request,Chat,Medium,,No,,Yes
TKT00001597,CUST045501,2026-03-03,Membership Billing,Phone,Medium,12.92,Yes,3,No
TKT00021766,CUST024970,2024-11-01,Membership Billing,Phone,Low,11.72,Yes,3,No
TKT00001568,CUST021408,2026-06-16,Delivery Problem,Email,Low,7.23,Yes,5,No
TKT00017960,CUST027466,2025-03-13,Payment Failure,Phone,Medium,7.64,Yes,4,No
TKT00004392,CUST043019,2026-04-07,Refund Request,Chat,Medium,5.74,Yes,4,No
TKT00015707,CUST046991,2026-02-26,Payment Failure,Chat,Low,14.59,Yes,4,No
TKT00016567,CUST015477,2026-02-12,Cancellation Request,Chat,Low,15.74,Yes,3,No
TKT00032928,CUST033781,2026-03-08,Payment Failure,Email,Critical,12.31,Yes,2,Yes
TKT00022023,CUST040525,2026-03-13,Prime Video Issue,Chat,Low,10.27,Yes,3,No
TKT00009611,CUST002395,2025-11-24,Refund Request,Email,High,6.0,Yes,4,No
TKT00016624,CUST009760,2024-12-21,Refund Request,Chat,Medium,,No,,No
TKT00005115,CUST016112,2026-05-27,Cancellation Request,Help Center,Medium,15.45,Yes,2,No
TKT00026173,CUST034984,2026-05-24,General Question,Chat,Medium,13.58,Yes,3,No
TKT00027124,CUST037129,2026-03-04,Membership Billing,Phone,Low,54.64,Yes,3,No
TKT00024327,CUST049263,2024-08-03,Prime Video Issue,Phone,Medium,13.35,Yes,4,No
TKT00001567,CUST007089,2025-09-16,Prime Video Issue,Chat,Medium,10.21,Yes,3,No
TKT00029967,CUST025373,2024-12-02,Prime Video Issue,Chat,Medium,2.01,Yes,4,No
TKT00010549,CUST049133,2025-09-11,Cancellation Request,Phone,Medium,11.25,Yes,3,No
TKT00026156,CUST020545,2026-02-26,Delivery Problem,Help Center,Low,17.82,Yes,3,No
TKT00014666,CUST042446,2026-06-16,Delivery Problem,Chat,High,13.16,Yes,4,No
TKT00024736,CUST038133,2025-12-11,Membership Billing,Help Center,Medium,73.55,Yes,3,No
TKT00019493,CUST041450,2026-01-03,General Question,Social Media,High,1.93,Yes,4,No
TKT00010321,CUST033859,2026-01-05,Refund Request,Help Center,Low,,No,,Yes
TKT00016801,CUST041787,2026-02-15,General Question,Social Media,Medium,,No,,Yes
TKT00018701,CUST042036,2026-04-04,Prime Video Issue,Chat,Medium,20.21,Yes,4,Yes
TKT00031731,CUST012613,2025-04-24,Membership Billing,Phone,Medium,35.59,Yes,3,No
TKT00014222,CUST039826,2025-11-23,Prime Video Issue,Email,High,4.0,Yes,4,No
TKT00011937,CUST021654,2025-06-20,Payment Failure,Chat,Medium,15.05,Yes,3,No
TKT00008579,CUST002598,2026-06-08,Membership Billing,Social Media,Medium,6.2,Yes,4,No
TKT00019053,CUST042174,2026-06-05,Delivery Problem,Phone,Low,30.49,Yes,2,No
TKT00000151,CUST028257,2025-03-02,Cancellation Request,Phone,High,9.65,Yes,3,No
TKT00000114,CUST003471,2025-05-30,Refund Request,Help Center,Low,31.55,Yes,4,No
TKT00008607,CUST026744,2025-05-22,Membership Billing,Chat,Medium,16.97,Yes,4,No
TKT00008500,CUST040413,2026-06-15,Membership Billing,Chat,Low,5.25,Yes,4,No
TKT00015467,CUST032843,2026-06-08,Refund Request,Social Media,High,34.25,Yes,4,Yes
